10,EVENT,BOARD,1,3h,215248,,,,,,,,,,,,
11,EVENT,BOARD,1,7c,215252,,,,,,,,,,,,
12,EVENT,RAIES,1,100000000,215304,,,,,,,,,,,,
13,EVENT,FOLD,3,,215315,,,,,,,,,,,,
14,EVENT,CALL,2,,215320,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-27,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,21,1756299502,HOLDEM,NO_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Yohan,1,0,10000000,10000000,As Qs,,,,,,,,,,
5,PLAYER,Spunky,2,0,22000000,22000000,Ah Ad,,,,,,,,,,
6,EVENT,BOARD,1,4c,215824,,,,,,,,,,,,
7,EVENT,BOARD,1,Ks,215824,,,,,,,,,,,,
8,EVENT,BOARD,1,Qc,215824,,,,,,,,,,,,
9,EVENT,BOARD,1,3d,215828,,,,,,,,,,,,
10,EVENT,BOARD,1,4s,215832,,,,,,,,,,,,
11,EVENT,BET,1,2500000,215847,,,,,,,,,,,,
12,EVENT,CALL,2,,215857,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-27,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,22,1756300003,HOLDEM,NO_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Yohan,1,0,10000000,10000000,Kc Qc,,,,,,,,,,
5,PLAYER,Jaewon,2,0,34000000,34000000,Ac 8c,,,,,,,,,,
6,EVENT,BOARD,1,5s,220648,,,,,,,,,,,,
7,EVENT,BOARD,1,8d,220648,,,,,,,,,,,,
8,EVENT,BOARD,1,3h,220648,,,,,,,,,,,,
9,EVENT,RAIES,1,10000000,220701,,,,,,,,,,,,
10,EVENT,CALL,2,,220716,,,,,,,,,,,,
11,EVENT,BOARD,1,3c,220720,,,,,,,,,,,,
12,EVENT,BOARD,1,Qs,220725,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-27,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,23,1756302992,HOLDEM,BB_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Yohan,1,0,1955000,1955000,Ks Jh,,,,,,,,,,
5,PLAYER,Jaewon,2,0,970000,970000,7s 7h,,,,,,,,,,
6,EVENT,BOARD,1,5s,225635,,,,,,,,,,,,
7,EVENT,BOARD,1,10h,225635,,,,,,,,,,,,
8,EVENT,BOARD,1,10d,225635,,,,,,,,,,,,
9,EVENT,BOARD,1,3s,225639,,,,,,,,,,,,
10,EVENT,BET,1,15000,225645,,,,,,,,,,,,
11,EVENT,RAIES,2,30000,225654,,,,,,,,,,,,
12,EVENT,CALL,1,30000,225703,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,22,1756344212,HOLDEM,NO_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Jaewon,1,0,1000000,1000000,,,,,,,,,,,
5,PLAYER,Yohan,2,0,1000000,1000000,,,,,,,,,,,
6,EVENT,BOARD,1,Kd,102335,,,,,,,,,,,,
7,EVENT,BOARD,1,4h,102335,,,,,,,,,,,,
8,EVENT,BOARD,1,Qc,102335,,,,,,,,,,,,
9,EVENT,RAIES,2,10000000,102350,,,,,,,,,,,,
10,EVENT,CALL,1,,102402,,,,,,,,,,,,
11,EVENT,BET,2,9000,102410,,,,,,,,,,,,
12,EVENT,BOARD,1,9d,102415,,,,,,,,,,,,
13,EVENT,BOARD,1,9c,102417,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,24,1756382336,HOLDEM,BB_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Yohan,1,0,0,2233000,Jh 10h,,,,,,,,,,
5,PLAYER,Jaewon,2,0,0,970000,7d 8d,,,,,,,,,,
6,EVENT,POT CORRECTION,,-30000,205907,,,,,,,,,,,,
7,EVENT,BET,1,3000,205914,,,,,,,,,,,,
8,EVENT,RAIES,2,30000,205920,,,,,,,,,,,,
9,EVENT,CALL,1,30000,205929,,,,,,,,,,,,
10,EVENT,BOARD,1,Ks,205933,,,,,,,,,,,,
11,EVENT,BOARD,1,4s,205933,,,,,,,,,,,,
12,EVENT,BOARD,1,3h,205933,,,,,,,,,,,,
13,EVENT,CHECK,1,,205947,,,,,,,,,,,,
14,EVENT,CHECK,2,,205955,,,,,,,,,,,,
15,EVENT,BOARD,1,8s,210000,,,,,,,,,,,,
16,EVENT,POT CORRECTION,,1200000,210005,,,,,,,,,,,,
17,EVENT,CHECK,1,,210017,,,,,,,,,,,,
18,EVENT,CHECK,2,,210027,,,,,,,,,,,,
19,EVENT,BOARD,1,6h,210031,,,,,,,,,,,,
20,EVENT,CHECK,1,,210045,,,,,,,,,,,,
21,EVENT,CHECK,2,,210057,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,25,1756383032,HOLDEM,BB_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Yohan,1,0,0,3808154,5h 4h,,,,,,,,,,
5,PLAYER,Jaewon,2,0,0,1000000,6d 7d,,,,,,,,,,
6,EVENT,POT CORRECTION,,-30000,211038,,,,,,,,,,,,
7,EVENT,BET,1,3000,211050,,,,,,,,,,,,
8,EVENT,RAIES,2,30000,211055,,,,,,,,,,,,
9,EVENT,CALL,1,30000,211102,,,,,,,,,,,,
10,EVENT,RAIES,1,600000,211112,,,,,,,,,,,,
11,EVENT,BOARD,1,Qs,211117,,,,,,,,,,,,
12,EVENT,BOARD,1,4s,211117,,,,,,,,,,,,
13,EVENT,BOARD,1,10h,211117,,,,,,,,,,,,
14,EVENT,CHECK,1,,211123,,,,,,,,,,,,
15,EVENT,CHECK,2,,211132,,,,,,,,,,,,
16,EVENT,BOARD,1,3s,211136,,,,,,,,,,,,
17,EVENT,POT CORRECTION,,1200000,211150,,,,,,,,,,,,
18,EVENT,CHECK,1,,211201,,,,,,,,,,,,
19,EVENT,CHECK,2,,211208,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,1,1756386151,HOLDEM,BB_ANTE,4000,0,2000,4000,0,1,2,3,0,0,1,T03
4,PLAYER,CALONGE,1,0,0,364000,Kd 7d,,,,,,,,,,
5,PLAYER,LEMMENS,2,0,0,204000,6d 5h,,,,,,,,,,
6,EVENT,BET,1,8000,220237,,,,,,,,,,,,
7,EVENT,CALL,2,8000,220252,,,,,,,,,,,,
8,EVENT,BOARD,1,10d,220254,,,,,,,,,,,,
9,EVENT,BOARD,1,9c,220254,,,,,,,,,,,,
10,EVENT,BOARD,1,6c,220254,,,,,,,,,,,,
11,EVENT,BET,1,12000,220301,,,,,,,,,,,,
12,EVENT,FOLD,2,,220313,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,1,1756386412,HOLDEM,BB_ANTE,4000,0,2000,4000,0,1,2,3,0,0,1,T03
4,PLAYER,CALONGE,1,0,0,364000,Kc Qh,,,,,,,,,,
5,PLAYER,WEI LIM,2,0,0,204000,10d 10c,,,,,,,,,,
6,EVENT,BOARD,1,2s,220656,,,,,,,,,,,,
7,EVENT,BOARD,1,4c,220656,,,,,,,,,,,,
8,EVENT,BOARD,1,9s,220656,,,,,,,,,,,,
9,EVENT,BOARD,1,2c,220700,,,,,,,,,,,,
10,EVENT,BET,2,40000,220711,,,,,,,,,,,,
11,EVENT,FOLD,1,,220717,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-28,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,26,1756392963,HOLDEM,BB_ANTE,4000,0,2000,4000,0,1,2,3,0,0,1,T02
4,PLAYER,David,1,0,0,18000,Jh 10h,,,,,,,,,,
5,PLAYER,Lad Park,2,0,0,-7000,2h 8d,,,,,,,,,,
6,EVENT,RAIES,2,7000,235611,,,,,,,,,,,,
7,EVENT,CALL,1,7000,235621,,,,,,,,,,,,
8,EVENT,BOARD,1,7d,235625,,,,,,,,,,,,
9,EVENT,BOARD,1,2d,235625,,,,,,,,,,,,
10,EVENT,BOARD,1,9c,235625,,,,,,,,,,,,
11,EVENT,BOARD,1,6c,235628,,,,,,,,,,,,
12,EVENT,BOARD,1,3c,235631,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,27,1756433912,HOLDEM,BB_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Jaewon,1,0,0,1065000,Jd 10d,,,,,,,,,,
5,PLAYER,Spunky,2,0,0,985000,3h 2h,,,,,,,,,,
6,EVENT,BET,1,7000,111840,,,,,,,,,,,,
7,EVENT,RAIES,2,15000,111845,,,,,,,,,,,,
8,EVENT,CALL,1,15000,111851,,,,,,,,,,,,
9,EVENT,BOARD,1,5h,111855,,,,,,,,,,,,
10,EVENT,BOARD,1,Qc,111855,,,,,,,,,,,,
11,EVENT,BOARD,1,9c,111855,,,,,,,,,,,,
12,EVENT,CHECK,1,,111901,,,,,,,,,,,,
13,EVENT,CHECK,2,,111910,,,,,,,,,,,,
14,EVENT,BOARD,1,2d,111913,,,,,,,,,,,,
15,EVENT,CHECK,1,,111918,,,,,,,,,,,,
16,EVENT,CHECK,2,,111928,,,,,,,,,,,,
17,EVENT,BOARD,1,4d,111932,,,,,,,,,,,,
18,EVENT,CHECK,1,,111945,,,,,,,,,,,,
19,EVENT,CHECK,2,,111958,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,Jh 3s Jc As 2s,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,28,1756448734,HOLDEM,BB_ANTE,600,0,300,600,0,1,2,3,0,0,1,T04
4,PLAYER,David,1,0,0,111200,,,,,,,,,,,
5,PLAYER,Mike,2,0,0,58800,,,,,,,,,,,
6,EVENT,POT CORRECTION,,23500,152545,,,,,,,,,,,,
7,EVENT,BOARD,1,Jc,152550,,,,,,,,,,,,
8,EVENT,BOARD,1,10d,152550,,,,,,,,,,,,
9,EVENT,BOARD,1,9h,152550,,,,,,,,,,,,
10,EVENT,CHECK,1,,152602,,,,,,,,,,,,
11,EVENT,BET,2,6000,152614,,,,,,,,,,,,
12,EVENT,CALL,1,6000,152629,,,,,,,,,,,,
13,EVENT,BOARD,1,4h,152631,,,,,,,,,,,,
14,EVENT,CHECK,1,,152641,,,,,,,,,,,,
15,EVENT,BET,2,10200,152651,,,,,,,,,,,,
16,EVENT,CALL,1,10200,152657,,,,,,,,,,,,
17,EVENT,BOARD,1,6s,152701,,,,,,,,,,,,
18,EVENT,CHECK,1,,152707,,,,,,,,,,,,
19,EVENT,CHECK,2,,152718,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,29,1756449246,HOLDEM,BB_ANTE,600,0,300,600,0,1,2,3,0,0,1,T04
4,PLAYER,David,1,0,0,0,,,,,,,,,,,
5,PLAYER,Mike,2,0,0,1500,,,,,,,,,,,
6,EVENT,FOLD,1,,153420,,,,,,,,,,,,
7,EVENT,FOLD,2,,153434,,,,,,,,,,,,
8,EVENT,BOARD,1,Kh,153438,,,,,,,,,,,,
9,EVENT,BOARD,1,10h,153438,,,,,,,,,,,,
10,EVENT,BOARD,1,4d,153438,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,30,1756452421,HOLDEM,BB_ANTE,600,0,300,600,0,1,2,3,0,0,1,T04
4,PLAYER,Richie,1,0,0,83500,,,,,,,,,,,
5,PLAYER,David,2,0,0,46000,,,,,,,,,,,
6,PLAYER,Mike,3,0,0,28000,,,,,,,,,,,
7,EVENT,BET,1,1000,162716,,,,,,,,,,,,
8,EVENT,RAIES,2,4000,162722,,,,,,,,,,,,
9,EVENT,CALL,3,4000,162729,,,,,,,,,,,,
10,EVENT,CALL,1,4000,162736,,,,,,,,,,,,
11,EVENT,BOARD,1,7h,162738,,,,,,,,,,,,
12,EVENT,BOARD,1,3d,162738,,,,,,,,,,,,
13,EVENT,BOARD,1,8d,162738,,,,,,,,,,,,
14,EVENT,BOARD,1,10c,162742,,,,,,,,,,,,
15,EVENT,BET,1,8000,162755,,,,,,,,,,,,
16,EVENT,CALL,3,8000,162800,,,,,,,,,,,,
17,EVENT,BOARD,1,Jh,162804,,,,,,,,,,,,
18,EVENT,CHECK,3,,162816,,,,,,,,,,,,
19,EVENT,BET,1,8000,162824,,,,,,,,,,,,
20,EVENT,CALL,3,8000,162832,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,31,1756453380,HOLDEM,BB_ANTE,200,0,100,200,0,1,2,3,0,0,1,T02
4,PLAYER,David,1,0,0,0,,,,,,,,,,,
5,PLAYER,Richie,2,0,0,,,,,,,,,,,,
6,PLAYER,Pauline Lebsack,3,0,0,-13500,,,,,,,,,,,
7,EVENT,BOARD,1,10s,164305,,,,,,,,,,,,
8,EVENT,BOARD,1,Ah,164305,,,,,,,,,,,,
9,EVENT,BOARD,1,8h,164305,,,,,,,,,,,,
10,EVENT,BOARD,1,5h,164307,,,,,,,,,,,,
11,EVENT,POT CORRECTION,,33500,164321,,,,,,,,,,,,
12,EVENT,CHECK,2,,164330,,,,,,,,,,,,
13,EVENT,CHECK,1,,164340,,,,,,,,,,,,
14,EVENT,BET,3,12500,164349,,,,,,,,,,,,
15,EVENT,CALL,2,12500,164357,,,,,,,,,,,,
16,EVENT,BOARD,1,2h,164359,,,,,,,,,,,,
17,EVENT,BET,2,1000,164410,,,,,,,,,,,,
18,EVENT,CALL,3,1000,164422,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,32,1756453584,HOLDEM,BB_ANTE,200,0,100,200,0,1,2,3,0,0,1,T04
4,PLAYER,Richie,1,0,0,95000,,,,,,,,,,,
5,PLAYER,David,2,0,0,45500,,,,,,,,,,,
6,PLAYER,Pauline Lebsack,3,0,0,35000,,,,,,,,,,,
7,EVENT,BOARD,1,Qs,164628,,,,,,,,,,,,
8,EVENT,BOARD,1,7c,164628,,,,,,,,,,,,
9,EVENT,BOARD,1,9c,164628,,,,,,,,,,,,
10,EVENT,BOARD,1,3d,164631,,,,,,,,,,,,
11,EVENT,BET,1,1000,164643,,,,,,,,,,,,
12,EVENT,CALL,2,1000,164656,,,,,,,,,,,,
13,EVENT,CALL,3,1000,164710,,,,,,,,,,,,
14,EVENT,BOARD,1,9s,164713,,,,,,,,,,,,
15,EVENT,BET,3,4000,164728,,,,,,,,,,,,
16,EVENT,CALL,1,4000,164741,,,,,,,,,,,,
17,EVENT,CALL,2,4000,164746,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-29,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,33,1756472494,HOLDEM,BB_ANTE,4000,0,2000,4000,0,1,2,3,0,0,1,T03
4,PLAYER,HALLAERT,1,0,0,10000,,,,,,,,,,,
5,PLAYER,LEMMENS,2,0,0,0,,,,,,,,,,,
6,EVENT,CALL,1,4000,220143,,,,,,,,,,,,
7,EVENT,BET,1,8000,220156,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,34,1756559259,HOLDEM,NO_ANTE,0,0,0,0,0,1,2,3,0,0,1,T03
4,PLAYER,MARIANI,1,0,0,1000200,Qs Jh,,,,,,,,,,
5,PLAYER,WEI LIM,2,0,0,999800,9s 8h,,,,,,,,,,
6,EVENT,BET,1,200,22:07:50,,,,,,,,,,,,
7,EVENT,CALL,2,200,22:08:03,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,35,1756559331,HOLDEM,BB_ANTE,20000,0,10000,20000,0,1,2,3,0,0,1,T02
4,PLAYER,Lad Park,1,0,0,1087000,Qc 3h,,,,,,,,,,
5,PLAYER,Mike,2,0,0,1000000,Kd 3d,,,,,,,,,,
6,EVENT,BOARD,1,6d,220855,,,,,,,,,,,,
7,EVENT,BOARD,1,Jd,220855,,,,,,,,,,,,
8,EVENT,BOARD,1,Jh,220855,,,,,,,,,,,,
9,EVENT,BOARD,1,9d,220859,,,,,,,,,,,,
10,EVENT,BOARD,1,3s,220902,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,36,1756559483,HOLDEM,BB_ANTE,1000,0,1000,1000,0,1,2,3,0,0,1,T01
4,PLAYER,V01,1,0,0,1008000,9h 8h,,,,,,,,,,
5,PLAYER,V02,2,0,0,995000,6d 5c,,,,,,,,,,
6,EVENT,BET,1,5000,22:11:26,,,,,,,,,,,,
7,EVENT,CALL,2,5000,22:11:28,,,,,,,,,,,,
8,EVENT,BOARD,1,10h,22:11:29,,,,,,,,,,,,
9,EVENT,BOARD,1,9c,22:11:29,,,,,,,,,,,,
10,EVENT,BOARD,1,9d,22:11:29,,,,,,,,,,,,
11,EVENT,BOARD,1,4h,22:11:32,,,,,,,,,,,,
12,EVENT,BOARD,1,4d,22:11:35,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,37,1756559858,HOLDEM,BB_ANTE,10000,0,5000,10000,0,1,2,3,0,0,1,T03
4,PLAYER,HALLAERT,1,0,0,1040000,Ks 10h,,,,,,,,,,
5,PLAYER,LEMMENS,2,0,0,985000,9d 6d,,,,,,,,,,
6,EVENT,BET,1,15000,22:17:41,,,,,,,,,,,,
7,EVENT,CALL,2,15000,22:17:44,,,,,,,,,,,,
8,EVENT,BOARD,1,10s,22:17:45,,,,,,,,,,,,
9,EVENT,BOARD,1,8s,22:17:45,,,,,,,,,,,,
10,EVENT,BOARD,1,5s,22:17:45,,,,,,,,,,,,
11,EVENT,BOARD,1,4s,22:17:47,,,,,,,,,,,,
12,EVENT,BOARD,1,3h,22:17:48,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,38,1756560436,HOLDEM,BB_ANTE,2000,0,1000,2000,0,1,2,3,0,0,1,T03
4,PLAYER,LEMMENS,1,0,0,1007000,9d 6d,,,,,,,,,,
5,PLAYER,CALONGE,2,0,0,998000,7h 8h,,,,,,,,,,
6,EVENT,BET,1,1000,22:27:19,,,,,,,,,,,,
7,EVENT,RAISE,2,2000,22:27:24,,,,,,,,,,,,
8,EVENT,BOARD,1,9h,22:27:27,,,,,,,,,,,,
9,EVENT,BOARD,1,10h,22:27:27,,,,,,,,,,,,
10,EVENT,BOARD,1,Jh,22:27:27,,,,,,,,,,,,
11,EVENT,BOARD,1,8s,22:27:30,,,,,,,,,,,,
12,EVENT,BOARD,1,10d,22:27:33,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,39,1756562475,HOLDEM,BB_ANTE,2000,0,1000,2000,0,1,2,3,0,0,1,T02
4,PLAYER,Spunky,1,0,0,1011000,Qd 6d,,,,,,,,,,
5,PLAYER,Zed,2,0,0,994000,Kh 8h,,,,,,,,,,
6,EVENT,BET,1,2000,23:01:18,,,,,,,,,,,,
7,EVENT,RAISE,2,4000,23:01:21,,,,,,,,,,,,
8,EVENT,BOARD,1,Qc,23:01:24,,,,,,,,,,,,
9,EVENT,BOARD,1,9c,23:01:24,,,,,,,,,,,,
10,EVENT,BOARD,1,8d,23:01:24,,,,,,,,,,,,
11,EVENT,CHECK,1,,23:01:29,,,,,,,,,,,,
12,EVENT,CHECK,2,,23:01:33,,,,,,,,,,,,
13,EVENT,CALL,2,2000,23:01:35,,,,,,,,,,,,
14,EVENT,BOARD,1,6h,23:01:38,,,,,,,,,,,,
15,EVENT,BET,1,6000,23:01:41,,,,,,,,,,,,
16,EVENT,BOARD,1,4h,23:01:43,,,,,,,,,,,,
17,EVENT,BET,1,8000,23:01:45,,,,,,,,,,,,
18,EVENT,FOLD,2,,23:01:48,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,40,1756563147,HOLDEM,BB_ANTE,2000,0,1000,2000,0,1,2,3,0,0,1,T02
4,PLAYER,Spunky,1,0,0,1005000,,,,,,,,,,,
5,PLAYER,Zed,2,0,0,1000000,,,,,,,,,,,
6,EVENT,BET,1,2000,23:12:31,,,,,,,,,,,,
7,EVENT,FOLD,2,,23:12:34,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,41,1756563170,HOLDEM,NO_ANTE,2000,0,1000,2000,0,1,2,3,0,0,1,T02
4,PLAYER,Spunky,1,0,0,4000,,,,,,,,,,,
5,PLAYER,Zed,2,0,0,-1000,,,,,,,,,,,
6,EVENT,BET,1,1000,23:12:55,,,,,,,,,,,,
7,EVENT,CALL,2,1000,23:12:58,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,42,1756566720,HOLDEM,NO_ANTE,0,0,0,0,0,1,2,3,0,0,1,T03
4,PLAYER,WEI LIM,1,0,0,0,,,,,,,,,,,
5,PLAYER,HALLAERT,2,0,0,0,,,,,,,,,,,
6,EVENT,BET,1,5000,0:12:05,,,,,,,,,,,,
7,EVENT,FOLD,2,,0:12:08,,,,,,,,,,,,
1,GAME,GGProd Hand Logger,Virtual Table,2025-08-30,,,,,,,,,,,,,
2,PAYOUTS,,,,,,,,,,,,,,,,
3,HAND,43,1756567081,HOLDEM,BB_ANTE,4000,0,2000,4000,0,1,2,3,0,0,1,T02
4,PLAYER,Mike,1,0,0,1065000,Qh 4h,,,,,,,,,,
5,PLAYER,Spunky,2,0,0,950000,8h 9h,,,,,,,,,,
6,EVENT,BOARD,1,Kd,0:18:03,,,,,,,,,,,,
7,EVENT,BOARD,1,8d,0:18:03,,,,,,,,,,,,
8,EVENT,BOARD,1,6c,0:18:03,,,,,,,,,,,,
9,EVENT,BOARD,1,5h,0:18:05,,,,,,,,,,,,
